
 num     #instances         #bytes  class name
 393:             5            600  org.apache.flink.runtime.io.network.partition.PipelinedResultPartition
 394:             5            600  org.apache.flink.runtime.io.network.partition.consumer.SingleInputGate
 395:            25            600  sun.reflect.NativeMethodAccessorImpl
 396:            24            592  [Ljava.util.regex.Pattern$Node;
 397:            37            592  org.apache.flink.configuration.description.LineBreakElement
 398:            23            584  [Ljava.security.ProtectionDomain;
 399:            26            584  [Ljavax.management.MBeanNotificationInfo;
 400:            24            576  akka.actor.Scheduler$$anon$6
 401:            18            576  java.io.FileDescriptor
 402:            24            576  java.util.AbstractMap$SimpleImmutableEntry
 403:            18            576  java.util.concurrent.SynchronousQueue
 404:            18            576  org.apache.flink.api.java.typeutils.runtime.KryoRegistration
 405:            18            576  org.apache.flink.api.java.typeutils.runtime.TupleSerializer
 406:            24            576  org.apache.flink.runtime.rpc.messages.RunAsync
 407:            24            576  org.apache.flink.streaming.runtime.metrics.WatermarkGauge
 408:             4            576  org.apache.flink.streaming.runtime.operators.windowing.WindowOperator
 409:             7            560  java.util.concurrent.ScheduledThreadPoolExecutor
 410:            14            560  javax.management.openmbean.SimpleType
 411:            10            560  org.apache.flink.streaming.runtime.tasks.RegularOperatorChain
 412:            10            560  sun.invoke.util.Wrapper
 413:             7            560  sun.net.www.protocol.jar.URLJarFile
 414:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 415:            23            552  java.util.concurrent.LinkedBlockingQueue$Node
 416:             1            528  [Ljava.lang.Character;
 417:             4            528  [Ljava.lang.Thread;
 418:            22            528  com.sun.jmx.mbeanserver.StandardMBeanSupport
 419:            33            528  java.util.LinkedHashMap$LinkedEntrySet
 420:            22            528  java.util.regex.Pattern$BitClass
 421:            22            528  org.apache.logging.log4j.core.pattern.PatternFormatter
 422:            16            512  akka.event.BusLogging
 423:             4            512  akka.remote.RemoteSettings
 424:            16            512  java.security.Permissions
 425:            16            512  java.time.temporal.ChronoUnit
 426:             8            512  org.jboss.netty.channel.socket.nio.NioWorker
 427:            16            512  sun.nio.fs.UnixPath
 428:            21            504  java.util.Locale$LocaleKey
 429:             9            504  javax.management.openmbean.CompositeType
 430:            21            504  org.apache.flink.runtime.metrics.dump.QueryScopeInfo$TaskManagerQueryScopeInfo
 431:            21            504  scala.collection.immutable.TreeMap
 432:            31            496  org.apache.flink.runtime.io.AvailabilityProvider$AvailabilityHelper
 433:            15            480  akka.actor.OneForOneStrategy
 434:            15            480  java.util.Random
 435:            15            480  java.util.Stack
 436:            30            480  org.apache.flink.configuration.Configuration
 437:            15            480  org.apache.flink.runtime.clusterframework.types.AllocationID
 438:             5            480  org.apache.flink.runtime.execution.librarycache.FlinkUserCodeClassLoaders$ParentFirstClassLoader
 439:             5            480  org.apache.flink.runtime.execution.librarycache.FlinkUserCodeClassLoaders$SafetyNetWrapperClassLoader
 440:            20            480  org.apache.flink.runtime.io.network.metrics.CreditBasedInputBuffersUsageGauge
 441:            15            480  org.apache.flink.runtime.jobgraph.IntermediateDataSetID
 442:             5            480  org.apache.flink.runtime.state.heap.HeapKeyedStateBackend
 443:            20            480  org.apache.flink.runtime.taskmanager.DispatcherThreadFactory
 444:            10            480  org.apache.flink.runtime.throughput.ThroughputCalculator
 445:            10            480  org.apache.logging.log4j.core.lookup.ConfigurationStrSubstitutor
 446:            20            480  scala.PartialFunction$OrElse
 447:            12            480  scala.collection.mutable.HashMap
 448:            19            456  [Lorg.apache.flink.api.common.eventtime.CombinedWatermarkStatus$PartialWatermark;
 449:             6            456  [Lsun.invoke.util.Wrapper;
 450:            19            456  java.util.concurrent.Executors$RunnableAdapter
 451:            19            456  java.util.regex.Pattern$Ctype
 452:            19            456  org.apache.flink.api.common.eventtime.IndexedCombinedWatermarkStatus
 453:            19            456  org.apache.flink.runtime.state.DefaultOperatorStateBackendSnapshotStrategy
 454:            19            456  org.apache.flink.streaming.api.operators.CountingOutput
 455:            19            456  org.apache.flink.streaming.api.operators.StreamTaskStateInitializerImpl$1
 456:            19            456  org.apache.flink.streaming.api.operators.StreamTaskStateInitializerImpl$2
 457:            19            456  org.apache.flink.streaming.runtime.tasks.StreamTask$$Lambda$637/2094958888
 458:             4            448  [Ljava.time.ZoneOffset;
 459:            14            448  akka.event.MarkerLoggingAdapter
 460:            14            448  java.io.FilePermission
 461:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 462:            14            448  org.apache.logging.log4j.core.config.AwaitCompletionReliabilityStrategy
